smiles,assay_id,activity_type,pActivity,molecule_chembl_id,document_year,document_chembl_id,journal,source,assay_description,round_id,assay_context,scaffold,program_id,target_chembl_id,target_name,target_type,admet_solubility,admet_solubility_source,admet_lipophilicity,admet_lipophilicity_source,admet_clearance_hepatocyte,admet_clearance_hepatocyte_source,admet_clearance_microsome,admet_clearance_microsome_source,admet_herg,admet_herg_source,admet_ames,admet_ames_source,admet_bbb,admet_bbb_source,admet_caco2,admet_caco2_source,admet_ppbr,admet_ppbr_source
C#Cc1cnc(Nc2cnc(C#N)cn2)cc1NC[C@@H]1CNCCO1,CHEMBL4706939,IC50,5.09,CHEMBL4740741,2016,CHEMBL4706475,J Med Chem,Scientific Literature,Displacement of [3H]astemizole from human ERG expressed in HEK293 cells by radioligand binding assay,73,10,c1cnc(Nc2cc(NCC3CNCCO3)ccn2)cn1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C(#Cc1cc(-c2n[nH]c3c2Cc2cc(Cn4ccnc4)ccc2-3)cs1)COc1ccccc1,CHEMBL914755,IC50,5.84,CHEMBL224834,2007,CHEMBL1147155,J Med Chem,Scientific Literature,Displacement of [3H]dofetilide from hERG expressed in HEK293 cells,5,11,C(#Cc1cc(-c2n[nH]c3c2Cc2cc(Cn4ccnc4)ccc2-3)cs1)COc1ccccc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C(#Cc1cc(-c2n[nH]c3c2Cc2cc(Cn4cncn4)ccc2-3)cs1)COc1ccccc1,CHEMBL914758,IC50,5.77,CHEMBL224918,2007,CHEMBL1147155,J Med Chem,Scientific Literature,Inhibition of hERG expressed in HEK293 cells assessed as effect on ionic current by patch clamp assay,5,12,C(#Cc1cc(-c2n[nH]c3c2Cc2cc(Cn4cncn4)ccc2-3)cs1)COc1ccccc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,1.0,tdc_measured,,missing,,missing,,missing,,missing
C(#Cc1ccc2ccccc2n1)c1ccccn1,CHEMBL2345730,IC50,4.69,CHEMBL2335291,2013,CHEMBL2331457,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human ERG,54,4,C(#Cc1ccc2ccccc2n1)c1ccccn1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C/C(=N\NC(=N)N)c1ccc2c(c1)Cc1cc(/C(C)=N/NC(=N)N)ccc1-2,CHEMBL3871742,IC50,5.95,CHEMBL3944559,2017,CHEMBL3871280,Bioorg Med Chem,Scientific Literature,Displacement of [3H]-dofetilide from human ERG expressed in HEK293 cell membranes,83,13,c1ccc2c(c1)Cc1ccccc1-2,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C/C=C/c1cc(C(F)(F)F)cc(COCC2(c3ccc(F)cc3)CCN(C)CC2)n1,CHEMBL2342727,IC50,4.89,CHEMBL2333635,2013,CHEMBL2331544,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human ERG,54,6,c1ccc(C2(COCc3ccccn3)CCNCC2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C/C=C1/N(C)C(C)CC1(c1ccccc1)c1ccccc1,CHEMBL829152,IC50,4.3,CHEMBL196431,2005,CHEMBL1139598,Bioorg Med Chem Lett,Scientific Literature,Inhibitory concentration against potassium channel HERG,2,14,C=C1NCCC1(c1ccccc1)c1ccccc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C1=C(CS/C(=N\C2CCCCC2)NC2CCCCC2)N2CCN=C2S1,CHEMBL958152,IC50,5.07,CHEMBL452864,2008,CHEMBL1151747,J Med Chem,Scientific Literature,Displacement of [3H]dofetilide from human recombinant ERG expressed in HEK293 cells,8,15,C1=C(CSC(=NC2CCCCC2)NC2CCCCC2)N2CCN=C2S1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C1=C(c2ccccc2)c2ccccc2OC12CCNCC2,CHEMBL989030,IC50,6.17,CHEMBL492447,2008,CHEMBL1140111,J Med Chem,Scientific Literature,Inhibition of human ERG channel in HEK293 cells by voltage-clamp method,8,16,C1=C(c2ccccc2)c2ccccc2OC12CCNCC2,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccc(s2)COC/1,CHEMBL2040132,IC50,5.14,CHEMBL2035183,2012,CHEMBL2034857,J Med Chem,Scientific Literature,Displacement of dofetilide from human ERG,43,17,C1=CCOCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccc(s2)COC1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccnc(c2)OCC/1,CHEMBL2040132,IC50,5.62,CHEMBL2035052,2012,CHEMBL2034857,J Med Chem,Scientific Literature,Displacement of dofetilide from human ERG,43,17,C1=CCOCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccnc(c2)OCC1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C1=CCC(c2cc3ccccc3o2)CNC1,CHEMBL2327304,IC50,4.72,CHEMBL2326690,2013,CHEMBL2321662,ACS Med Chem Lett,Scientific Literature,Inhibition of human ERG expressed in CHO-K1 cells by electrophysiological assay,54,18,C1=CCC(c2cc3ccccc3o2)CNC1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,1.94,tdc_measured,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C1=CCC(c2ccc3ccccc3c2)CNC1,CHEMBL2327304,IC50,4.81,CHEMBL2322001,2013,CHEMBL2321662,ACS Med Chem Lett,Scientific Literature,Inhibition of human ERG expressed in CHO-K1 cells by electrophysiological assay,54,18,C1=CCC(c2ccc3ccccc3c2)CNC1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,1.64,tdc_measured,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,CHEMBL1023674,IC50,5.11,CHEMBL75880,2009,CHEMBL1158373,Eur J Med Chem,Scientific Literature,Inhibition of human ERG in MCF7 cells,15,19,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,3.02,tdc_measured,,missing,,missing,,missing,,missing,,missing,,missing,98.44,tdc_measured
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,CHEMBL1676103,IC50,5.11,CHEMBL75880,2011,CHEMBL1671772,Eur J Med Chem,Scientific Literature,Inhibition of human ERG,30,20,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,3.02,tdc_measured,,missing,,missing,,missing,,missing,,missing,,missing,98.44,tdc_measured
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,CHEMBL766814,IC50,5.11,CHEMBL75880,2003,CHEMBL1136167,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human Potassium channel HERG expressed in mammalian cells,0,21,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,3.02,tdc_measured,,missing,,missing,,missing,,missing,,missing,,missing,98.44,tdc_measured
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,CHEMBL822598,IC50,5.11,CHEMBL75880,2002,CHEMBL1135758,J Med Chem,Scientific Literature,K+ channel blocking activity in human embryonic kidney cells expressing HERG Kv11.1,0,22,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,3.02,tdc_measured,,missing,,missing,,missing,,missing,,missing,,missing,98.44,tdc_measured
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,CHEMBL832278,IC50,5.11,CHEMBL75880,2005,CHEMBL1142050,Bioorg Med Chem Lett,Scientific Literature,Inhibition of partially open human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel),2,23,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,3.02,tdc_measured,,missing,,missing,,missing,,missing,,missing,,missing,98.44,tdc_measured
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,CHEMBL954102,IC50,5.11,CHEMBL75880,2008,CHEMBL1150324,Bioorg Med Chem,Scientific Literature,Inhibition of human ERG expressed in CHO cells by whole cell patch clamp technique,8,24,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,3.02,tdc_measured,,missing,,missing,,missing,,missing,,missing,,missing,98.44,tdc_measured
C1CCC2(C1)[C@H]1CN(CC3CC3)C[C@@H]2CN(CC2CC2)C1,CHEMBL3430654,IC50,5.6,CHEMBL2111110,2011,CHEMBL3430321,Cardiovasc Res,Scientific Literature,Inhibition of hERG K channel,30,25,C1CCC2(C1)C1CN(CC3CC3)CC2CN(CC2CC2)C1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=C(C)COc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1ccncc1)CC2,CHEMBL1036929,IC50,5.96,CHEMBL566759,2009,CHEMBL1154736,J Med Chem,Scientific Literature,Displacement of [3H]dofetilide from human recombinant ERG expressed in HEK293 cells by patch clamp method,15,26,O=C(c1ccncc1)N1CCC2(CCN(Cc3ccccc3)CC2)CC1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=C(C)COc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1ccncc1)CC2,CHEMBL1045843,IC50,5.63,CHEMBL566759,2009,CHEMBL1154736,J Med Chem,Scientific Literature,Inhibition of wild type human ERG expressed in CHOK1 cells by whole-cell plate-based electrophysiology,15,27,O=C(c1ccncc1)N1CCC2(CCN(Cc3ccccc3)CC2)CC1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=C(F)COc1ccc(Cl)cc1[C@H]1C[C@@H]1CN,CHEMBL3420397,IC50,5.4,CHEMBL3416051,2015,CHEMBL3414471,J Med Chem,Scientific Literature,Inhibition of human ERG channel expressed in CHO cells by patch clamp method,66,28,c1ccc(C2CC2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=C(N(C)Cc1ccc(-c2ccccc2)cc1)N1CCN(C(C)C)CC1,CHEMBL1827362,IC50,5.09,CHEMBL1823339,2011,CHEMBL1821550,Bioorg Med Chem Lett,Scientific Literature,Displacement of [3H]dofetilide from human recombinant ERG by Competitive binding assay,30,29,C=C(NCc1ccc(-c2ccccc2)cc1)N1CCNCC1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=C(c1ccc(N2CC[C@H](N(C)C)C2)cc1)c1ccc2c(c1)Nc1ccccc1S2,CHEMBL5109448,IC50,5.3,CHEMBL5176315,2022,CHEMBL5107990,Bioorg Med Chem Lett,Scientific Literature,Inhibition of hERG,110,30,C=C(c1ccc(N2CCCC2)cc1)c1ccc2c(c1)Nc1ccccc1S2,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=C(c1ccc(N2C[C@@H]3C[C@H]2CN3C)cc1)c1ccc2c(c1)Nc1ccccc1S2,CHEMBL5109448,IC50,4.92,CHEMBL5175037,2022,CHEMBL5107990,Bioorg Med Chem Lett,Scientific Literature,Inhibition of hERG,110,30,C=C(c1ccc(N2CC3CC2CN3)cc1)c1ccc2c(c1)Nc1ccccc1S2,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=C(c1ccc(NC(C)=O)cc1)c1ccc2c(c1)Nc1ccccc1S2,CHEMBL5109448,IC50,4.66,CHEMBL5198622,2022,CHEMBL5107990,Bioorg Med Chem Lett,Scientific Literature,Inhibition of hERG,110,30,C=C(c1ccccc1)c1ccc2c(c1)Nc1ccccc1S2,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CC(=O)N(C)CCOc1c(N)ncnc1-c1cc(F)cc(NC(=O)c2ccc(C3CC3)cc2F)c1C,CHEMBL4358535,IC50,5.85,CHEMBL4483575,2020,CHEMBL4354855,J Med Chem,Scientific Literature,Inhibition of human ERG by Qpatch clamp method,98,31,O=C(Nc1cccc(-c2ccncn2)c1)c1ccc(C2CC2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CC(=O)N1C(=O)CC(c2ccc(F)cc2)Sc2ccccc21,CHEMBL5036958,IC50,4.43,CHEMBL5071369,2021,CHEMBL5036319,J Med Chem,Scientific Literature,Inhibition of hERG expressed in CHO cells by whole-cell QPatch automated patch-clamp technique,104,32,O=C1CC(c2ccccc2)Sc2ccccc2N1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CC(=O)N1CC=C(c2c[nH]c3ncnc(-c4ccc(CNC(=O)c5ccccc5)c(F)c4)c23)CC1,CHEMBL5106268,IC50,5.36,CHEMBL5193942,2022,CHEMBL5104164,Eur J Med Chem,Scientific Literature,Inhibition of hERG,110,33,O=C(NCc1ccc(-c2ncnc3[nH]cc(C4=CCNCC4)c23)cc1)c1ccccc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CC(=O)N1CCC(Cn2cc(-c3ccc4c(c3)OCO4)c3c(N)ncnc32)CC1,CHEMBL4720165,IC50,4.96,CHEMBL4755698,2018,CHEMBL4715815,Eur J Med Chem,Scientific Literature,Inhibition of human ERG expressed in CHO cells by automated Q-patch clamp assay,89,34,c1ncc2c(-c3ccc4c(c3)OCO4)cn(CC3CCNCC3)c2n1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CC(=O)N1CCC(Cn2cc(-c3ccc4c(c3)OCO4)c3c(N)ncnc32)CC1,CHEMBL5150939,IC50,4.96,CHEMBL4755698,2021,CHEMBL5149979,Eur J Med Chem,Scientific Literature,Inhibition of human ERG,104,35,c1ncc2c(-c3ccc4c(c3)OCO4)cn(CC3CCNCC3)c2n1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)CC1,CHEMBL5255157,IC50,6.04,CHEMBL3545154,2023,CHEMBL5252585,Bioorg Med Chem,Scientific Literature,Binding affinity to human ERG,115,36,c1ccc(Nc2ncnc3ccc(OC4CCNCC4)cc23)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2O[C@H]2CCOC2)CC1,CHEMBL5255157,IC50,5.95,CHEMBL5282641,2023,CHEMBL5252585,Bioorg Med Chem,Scientific Literature,Binding affinity to human ERG,115,36,c1ccc(Nc2ncnc3cc(OC4CCOC4)c(OC4CCNCC4)cc23)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CC(=O)N1CCC(n2nc3c(=O)[nH]nc(N)c3c2-c2oc3ccc(C)cc3c2C)CC1,CHEMBL5251044,IC50,5.95,CHEMBL5290648,2023,CHEMBL5247642,J Med Chem,Scientific Literature,Inhibition of hERG expressed in CHO cells at -80 mV holding potential by automated patch clamp method,115,37,O=c1[nH]ncc2c(-c3cc4ccccc4o3)n(C3CCNCC3)nc12,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CC(=O)N1CCCC(n2nc3c(=O)[nH]nc(N)c3c2-c2oc3ccc(C)cc3c2C)C1,CHEMBL5251044,IC50,4.76,CHEMBL5274338,2023,CHEMBL5247642,J Med Chem,Scientific Literature,Inhibition of hERG expressed in CHO cells at -80 mV holding potential by automated patch clamp method,115,37,O=c1[nH]ncc2c(-c3cc4ccccc4o3)n(C3CCCNC3)nc12,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(NC(=O)c4ccc(N(C)C)cc4)c4c3OCO4)c3c(N)ncnc32)C1,CHEMBL5330438,IC50,4.83,CHEMBL5415543,2023,CHEMBL5329199,Bioorg Med Chem,Scientific Literature,Inhibition of human ERG by patch clamp assay,115,38,O=C(Nc1ccc(-c2nn(C3CCCNC3)c3ncncc23)c2c1OCO2)c1ccccc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)n[nH]c(=O)c32)C1,CHEMBL4730753,IC50,5.25,CHEMBL4754834,2020,CHEMBL4725429,ACS Med Chem Lett,Scientific Literature,Inhibition of human ERG expressed in CHO cells at holding potential of -80 mV by patch clamp method,98,39,O=c1[nH]ncc2c(-c3ccc(Oc4ccccc4)cc3)nn(C3CCCNC3)c12,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CHEMBL4264023,IC50,5.96,CHEMBL1873475,2018,CHEMBL4261599,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human ERG,89,40,c1ccc(Oc2ccc(-c3nn(C4CCCNC4)c4ncncc34)cc2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,150.0,tdc_measured,,missing,,missing,,missing,,missing,96.57,tdc_measured
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CHEMBL4730753,IC50,5.11,CHEMBL1873475,2020,CHEMBL4725429,ACS Med Chem Lett,Scientific Literature,Inhibition of human ERG expressed in CHO cells at holding potential of -80 mV by patch clamp method,98,39,c1ccc(Oc2ccc(-c3nn(C4CCCNC4)c4ncncc34)cc2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,150.0,tdc_measured,,missing,,missing,,missing,,missing,96.57,tdc_measured
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CHEMBL5330438,IC50,6.01,CHEMBL1873475,2023,CHEMBL5329199,Bioorg Med Chem,Scientific Literature,Inhibition of human ERG by patch clamp assay,115,38,c1ccc(Oc2ccc(-c3nn(C4CCCNC4)c4ncncc34)cc2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,150.0,tdc_measured,,missing,,missing,,missing,,missing,96.57,tdc_measured
C=CC(=O)N1CCC[C@@H](n2nc(-c3cccc(C(=O)NCc4ccc(C(C)(C)C)cc4)c3)c3c(N)ncnc32)C1,CHEMBL2184102,IC50,5.75,CHEMBL2179806,2012,CHEMBL2177048,J Med Chem,Scientific Literature,Displacement of dofetilide from human ERG,43,41,O=C(NCc1ccccc1)c1cccc(-c2nn(C3CCCNC3)c3ncncc23)c1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CC(=O)N1CCC[C@@H](n2nc(-c3cccc(C(=O)Nc4ccc(C(C)C)c(C)c4)c3)c3c(N)ncnc32)C1,CHEMBL2184102,IC50,6.52,CHEMBL2179805,2012,CHEMBL2177048,J Med Chem,Scientific Literature,Displacement of dofetilide from human ERG,43,41,O=C(Nc1ccccc1)c1cccc(-c2nn(C3CCCNC3)c3ncncc23)c1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CC(=O)N1CCC[C@@H](n2nc(-c3cccc(C(=O)Nc4ccc(C(C)C)cc4)c3)c3c(N)ncnc32)C1,CHEMBL2184102,IC50,5.96,CHEMBL2179804,2012,CHEMBL2177048,J Med Chem,Scientific Literature,Displacement of dofetilide from human ERG,43,41,O=C(Nc1ccccc1)c1cccc(-c2nn(C3CCCNC3)c3ncncc23)c1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
C=CC(=O)N1CCC[C@H]1COc1c(N)ncnc1-c1cc(F)cc(NC(=O)c2ccc(C3CC3)cc2F)c1C,CHEMBL4358500,IC50,7.31,CHEMBL4537231,2020,CHEMBL4354855,J Med Chem,Scientific Literature,Inhibition of dofetilide binding to flag-tagged human ERG,98,42,O=C(Nc1cccc(-c2ncncc2OCC2CCCN2)c1)c1ccc(C2CC2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
