smiles,assay_id,activity_type,pActivity,molecule_chembl_id,document_year,document_chembl_id,journal,source,assay_description,round_id,assay_context,scaffold,program_id,target_chembl_id,target_name,target_type
C#CC1=CCC(N(CCC)CCC)CC1,CHEMBL670556,Ki,4.92,CHEMBL162762,2000,CHEMBL1133710,J Med Chem,Scientific Literature,Binding Affinity of Compound of Dopamine receptor D2S,20,7,C1=CCCCC1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CCC(N(CCC)CCC)CC1,CHEMBL670557,Ki,4.77,CHEMBL162762,2000,CHEMBL1133710,J Med Chem,Scientific Literature,Binding Affinity was determined in the presence of 100 micro M Gpp(NH)p for decoupling of the ternary complex of Compound to Dopamine receptor D2S,20,8,C1=CCCCC1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CCC(N(CCC)CCC)CC1,CHEMBL670558,Ki,6.6,CHEMBL162762,2000,CHEMBL1133710,J Med Chem,Scientific Literature,Binding Affinity on High Affinity Site of Dopamine receptor D2S,20,9,C1=CCCCC1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CCC(N(CCC)CCC)CC1,CHEMBL672526,Ki,4.72,CHEMBL162762,2000,CHEMBL1133710,J Med Chem,Scientific Literature,Binding Affinity was determined in the presence of 100 micro M Gpp(NH)p for decoupling of the ternary complex of Compound to Dopamine receptor D2L,20,10,C1=CCCCC1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CCC(N(CCC)CCC)CC1,CHEMBL672527,Ki,6.57,CHEMBL162762,2000,CHEMBL1133710,J Med Chem,Scientific Literature,Binding affinity on High Affinity Site of Dopamine receptor D2L,20,6,C1=CCCCC1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CCC(N(CCC)CCC)CC1,CHEMBL672528,Ki,4.85,CHEMBL162762,2000,CHEMBL1133710,J Med Chem,Scientific Literature,Binding Affinity was tested on low Affinity Site of Dopamine receptor D2L,20,11,C1=CCCCC1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CCC(N(CCC)CCC)CC1,CHEMBL672529,Ki,7.42,CHEMBL162762,2000,CHEMBL1133710,J Med Chem,Scientific Literature,Binding Affinity was tested on relative proportion of High Affinity Site of Dopamine receptor D2L,20,12,C1=CCCCC1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CCC(N(CCC)CCC)CC1,CHEMBL672581,Ki,5.54,CHEMBL162762,2000,CHEMBL1133710,J Med Chem,Scientific Literature,Dissociation constant of compound on one-site model Dopamine receptor D2S,20,13,C1=CCCCC1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CCC(N(CCC)CCC)CC1,CHEMBL673075,Ki,5.55,CHEMBL162762,2000,CHEMBL1133710,J Med Chem,Scientific Literature,Dissociation constant of compound on one-site model Dopamine receptor D2L,20,14,C1=CCCCC1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CCC(N(CCC)CCC)CC1,CHEMBL872880,Ki,7.47,CHEMBL162762,2000,CHEMBL1133710,J Med Chem,Scientific Literature,Binding Affinity was tested on relative proportion of High Affinity Site of Dopamine receptor D2S,20,15,C1=CCCCC1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CCC(N(CCC)CCCCNC(=O)c2ccc(-c3ccccc3)cc2)CC1,CHEMBL995087,Ki,7.4,CHEMBL484358,2008,CHEMBL1142495,J Med Chem,Scientific Literature,Displacement of [3H]spiperone from human D2long receptor expressed in CHO cells,58,16,O=C(NCCCCNC1CC=CCC1)c1ccc(-c2ccccc2)cc1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CCC(N(CCC)CCCCNC(=O)c2ccc(-c3ccccc3)cc2)CC1,CHEMBL995088,Ki,7.37,CHEMBL484358,2008,CHEMBL1142495,J Med Chem,Scientific Literature,Displacement of [3H]spiperone from human D2short receptor expressed in CHO cells,58,17,O=C(NCCCCNC1CC=CCC1)c1ccc(-c2ccccc2)cc1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CCC(N(CCC)CCCCn2cc(-c3ccc(-c4ccccc4)cc3)nn2)CC1,CHEMBL995087,Ki,6.21,CHEMBL484202,2008,CHEMBL1142495,J Med Chem,Scientific Literature,Displacement of [3H]spiperone from human D2long receptor expressed in CHO cells,58,16,C1=CCC(NCCCCn2cc(-c3ccc(-c4ccccc4)cc3)nn2)CC1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CCC(N(CCC)CCCCn2cc(-c3ccc(-c4ccccc4)cc3)nn2)CC1,CHEMBL995088,Ki,6.77,CHEMBL484202,2008,CHEMBL1142495,J Med Chem,Scientific Literature,Displacement of [3H]spiperone from human D2short receptor expressed in CHO cells,58,17,C1=CCC(NCCCCn2cc(-c3ccc(-c4ccccc4)cc3)nn2)CC1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2cc3ccccc3s2)CC1,CHEMBL2400820,Ki,7.8,CHEMBL2397480,2013,CHEMBL2396548,J Med Chem,Scientific Literature,Displacement of [3H]spiperone from human dopamine D2S receptor expressed in CHO cells,86,18,O=C(NCCCCNC1CC=CCC1)c1cc2ccccc2s1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2cc3ccccc3s2)CC1,CHEMBL2400821,Ki,8.7,CHEMBL2397480,2013,CHEMBL2396548,J Med Chem,Scientific Literature,Displacement of [3H]7-OH-DPAT from human dopamine D2L receptor expressed in CHO cells,87,19,O=C(NCCCCNC1CC=CCC1)c1cc2ccccc2s1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2cc3ccccc3s2)CC1,CHEMBL2400822,Ki,7.66,CHEMBL2397480,2013,CHEMBL2396548,J Med Chem,Scientific Literature,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cells,87,20,O=C(NCCCCNC1CC=CCC1)c1cc2ccccc2s1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2cc3ccccn3n2)CC1,CHEMBL2400820,Ki,6.55,CHEMBL2397391,2013,CHEMBL2396548,J Med Chem,Scientific Literature,Displacement of [3H]spiperone from human dopamine D2S receptor expressed in CHO cells,87,18,O=C(NCCCCNC1CC=CCC1)c1cc2ccccn2n1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2cc3ccccn3n2)CC1,CHEMBL2400821,Ki,8.41,CHEMBL2397391,2013,CHEMBL2396548,J Med Chem,Scientific Literature,Displacement of [3H]7-OH-DPAT from human dopamine D2L receptor expressed in CHO cells,87,19,O=C(NCCCCNC1CC=CCC1)c1cc2ccccn2n1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2cc3ccccn3n2)CC1,CHEMBL2400822,Ki,7.18,CHEMBL2397391,2013,CHEMBL2396548,J Med Chem,Scientific Literature,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cells,87,20,O=C(NCCCCNC1CC=CCC1)c1cc2ccccn2n1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2ccc(-c3ccccc3)cc2)CC1,CHEMBL2400820,Ki,7.68,CHEMBL2396663,2013,CHEMBL2396548,J Med Chem,Scientific Literature,Displacement of [3H]spiperone from human dopamine D2S receptor expressed in CHO cells,87,18,O=C(NCCCCNC1CC=CCC1)c1ccc(-c2ccccc2)cc1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2ccc(-c3ccccc3)cc2)CC1,CHEMBL2400821,Ki,8.92,CHEMBL2396663,2013,CHEMBL2396548,J Med Chem,Scientific Literature,Displacement of [3H]7-OH-DPAT from human dopamine D2L receptor expressed in CHO cells,87,19,O=C(NCCCCNC1CC=CCC1)c1ccc(-c2ccccc2)cc1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2ccc(-c3ccccc3)cc2)CC1,CHEMBL2400822,Ki,7.85,CHEMBL2396663,2013,CHEMBL2396548,J Med Chem,Scientific Literature,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cells,87,20,O=C(NCCCCNC1CC=CCC1)c1ccc(-c2ccccc2)cc1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2ccc(-c3ccccc3)cc2)CC1,CHEMBL3578854,Ki,8.03,CHEMBL2396663,2015,CHEMBL3576771,J Med Chem,Scientific Literature,Displacement of [3H]spiperone from human dopamine D2L receptor transfected in CHO cells after 1 hr by scintillation counting analysis,108,21,O=C(NCCCCNC1CC=CCC1)c1ccc(-c2ccccc2)cc1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2ccc(-c3ccccc3)cc2)CC1,CHEMBL3578855,Ki,8.41,CHEMBL2396663,2015,CHEMBL3576771,J Med Chem,Scientific Literature,Displacement of [3H]spiperone from human dopamine D2S receptor transfected in CHO cells after 1 hr by scintillation counting analysis,108,22,O=C(NCCCCNC1CC=CCC1)c1ccc(-c2ccccc2)cc1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2ccc(OCCCc3cn(CCCC)nn3)c(OC)c2)CO1,CHEMBL3578854,Ki,8.8,CHEMBL3577342,2015,CHEMBL3576771,J Med Chem,Scientific Literature,Displacement of [3H]spiperone from human dopamine D2L receptor transfected in CHO cells after 1 hr by scintillation counting analysis,108,21,O=C(NCCCCNC1CC=COC1)c1ccc(OCCCc2c[nH]nn2)cc1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2ccc(OCCCc3cn(CCCC)nn3)c(OC)c2)CO1,CHEMBL3578855,Ki,8.54,CHEMBL3577342,2015,CHEMBL3576771,J Med Chem,Scientific Literature,Displacement of [3H]spiperone from human dopamine D2S receptor transfected in CHO cells after 1 hr by scintillation counting analysis,108,22,O=C(NCCCCNC1CC=COC1)c1ccc(OCCCc2c[nH]nn2)cc1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2ccc(OCCCc3cnn(CCCC)n3)c(OC)c2)CC1,CHEMBL2400820,Ki,8.41,CHEMBL2397478,2013,CHEMBL2396548,J Med Chem,Scientific Literature,Displacement of [3H]spiperone from human dopamine D2S receptor expressed in CHO cells,87,18,O=C(NCCCCNC1CC=CCC1)c1ccc(OCCCc2cn[nH]n2)cc1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2ccc(OCCCc3cnn(CCCC)n3)c(OC)c2)CC1,CHEMBL2400821,Ki,9.28,CHEMBL2397478,2013,CHEMBL2396548,J Med Chem,Scientific Literature,Displacement of [3H]7-OH-DPAT from human dopamine D2L receptor expressed in CHO cells,87,19,O=C(NCCCCNC1CC=CCC1)c1ccc(OCCCc2cn[nH]n2)cc1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2ccc(OCCCc3cnn(CCCC)n3)c(OC)c2)CC1,CHEMBL2400822,Ki,8.22,CHEMBL2397478,2013,CHEMBL2396548,J Med Chem,Scientific Literature,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cells,87,20,O=C(NCCCCNC1CC=CCC1)c1ccc(OCCCc2cn[nH]n2)cc1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2cnn3ccccc23)CC1,CHEMBL2400820,Ki,7.85,CHEMBL2397476,2013,CHEMBL2396548,J Med Chem,Scientific Literature,Displacement of [3H]spiperone from human dopamine D2S receptor expressed in CHO cells,87,18,O=C(NCCCCNC1CC=CCC1)c1cnn2ccccc12,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2cnn3ccccc23)CC1,CHEMBL2400821,Ki,8.96,CHEMBL2397476,2013,CHEMBL2396548,J Med Chem,Scientific Literature,Displacement of [3H]7-OH-DPAT from human dopamine D2L receptor expressed in CHO cells,87,19,O=C(NCCCCNC1CC=CCC1)c1cnn2ccccc12,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2cnn3ccccc23)CC1,CHEMBL2400822,Ki,8.11,CHEMBL2397476,2013,CHEMBL2396548,J Med Chem,Scientific Literature,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cells,87,20,O=C(NCCCCNC1CC=CCC1)c1cnn2ccccc12,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2cc3ccccc3s2)CC1,CHEMBL2400820,Ki,7.48,CHEMBL2397479,2013,CHEMBL2396548,J Med Chem,Scientific Literature,Displacement of [3H]spiperone from human dopamine D2S receptor expressed in CHO cells,87,18,O=C(NCCCCNC1CC=CCC1)c1cc2ccccc2s1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2cc3ccccc3s2)CC1,CHEMBL2400821,Ki,8.51,CHEMBL2397479,2013,CHEMBL2396548,J Med Chem,Scientific Literature,Displacement of [3H]7-OH-DPAT from human dopamine D2L receptor expressed in CHO cells,87,19,O=C(NCCCCNC1CC=CCC1)c1cc2ccccc2s1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2cc3ccccc3s2)CC1,CHEMBL2400822,Ki,7.5,CHEMBL2397479,2013,CHEMBL2396548,J Med Chem,Scientific Literature,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cells,87,20,O=C(NCCCCNC1CC=CCC1)c1cc2ccccc2s1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2cc3ccccn3n2)CC1,CHEMBL2400820,Ki,6.64,CHEMBL2397390,2013,CHEMBL2396548,J Med Chem,Scientific Literature,Displacement of [3H]spiperone from human dopamine D2S receptor expressed in CHO cells,87,18,O=C(NCCCCNC1CC=CCC1)c1cc2ccccn2n1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2cc3ccccn3n2)CC1,CHEMBL2400821,Ki,8.26,CHEMBL2397390,2013,CHEMBL2396548,J Med Chem,Scientific Literature,Displacement of [3H]7-OH-DPAT from human dopamine D2L receptor expressed in CHO cells,87,19,O=C(NCCCCNC1CC=CCC1)c1cc2ccccn2n1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2cc3ccccn3n2)CC1,CHEMBL2400822,Ki,7.2,CHEMBL2397390,2013,CHEMBL2396548,J Med Chem,Scientific Literature,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cells,87,20,O=C(NCCCCNC1CC=CCC1)c1cc2ccccn2n1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2ccc(-c3ccccc3)cc2)CC1,CHEMBL2400820,Ki,7.75,CHEMBL2397389,2013,CHEMBL2396548,J Med Chem,Scientific Literature,Displacement of [3H]spiperone from human dopamine D2S receptor expressed in CHO cells,87,18,O=C(NCCCCNC1CC=CCC1)c1ccc(-c2ccccc2)cc1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2ccc(-c3ccccc3)cc2)CC1,CHEMBL2400821,Ki,9.22,CHEMBL2397389,2013,CHEMBL2396548,J Med Chem,Scientific Literature,Displacement of [3H]7-OH-DPAT from human dopamine D2L receptor expressed in CHO cells,87,19,O=C(NCCCCNC1CC=CCC1)c1ccc(-c2ccccc2)cc1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2ccc(-c3ccccc3)cc2)CC1,CHEMBL2400822,Ki,7.96,CHEMBL2397389,2013,CHEMBL2396548,J Med Chem,Scientific Literature,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cells,87,20,O=C(NCCCCNC1CC=CCC1)c1ccc(-c2ccccc2)cc1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2ccc(-c3ccccc3)cc2)CC1,CHEMBL3578854,Ki,7.85,CHEMBL2397389,2015,CHEMBL3576771,J Med Chem,Scientific Literature,Displacement of [3H]spiperone from human dopamine D2L receptor transfected in CHO cells after 1 hr by scintillation counting analysis,108,21,O=C(NCCCCNC1CC=CCC1)c1ccc(-c2ccccc2)cc1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2ccc(-c3ccccc3)cc2)CC1,CHEMBL3578855,Ki,8.06,CHEMBL2397389,2015,CHEMBL3576771,J Med Chem,Scientific Literature,Displacement of [3H]spiperone from human dopamine D2S receptor transfected in CHO cells after 1 hr by scintillation counting analysis,108,22,O=C(NCCCCNC1CC=CCC1)c1ccc(-c2ccccc2)cc1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2ccc(OCCCc3cn(CCCC)nn3)c(OC)c2)CO1,CHEMBL3578854,Ki,8.31,CHEMBL3577343,2015,CHEMBL3576771,J Med Chem,Scientific Literature,Displacement of [3H]spiperone from human dopamine D2L receptor transfected in CHO cells after 1 hr by scintillation counting analysis,108,21,O=C(NCCCCNC1CC=COC1)c1ccc(OCCCc2c[nH]nn2)cc1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2ccc(OCCCc3cn(CCCC)nn3)c(OC)c2)CO1,CHEMBL3578855,Ki,8.0,CHEMBL3577343,2015,CHEMBL3576771,J Med Chem,Scientific Literature,Displacement of [3H]spiperone from human dopamine D2S receptor transfected in CHO cells after 1 hr by scintillation counting analysis,108,22,O=C(NCCCCNC1CC=COC1)c1ccc(OCCCc2c[nH]nn2)cc1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2ccc(OCCCc3cnn(CCCC)n3)c(OC)c2)CC1,CHEMBL2400820,Ki,8.06,CHEMBL2397477,2013,CHEMBL2396548,J Med Chem,Scientific Literature,Displacement of [3H]spiperone from human dopamine D2S receptor expressed in CHO cells,87,18,O=C(NCCCCNC1CC=CCC1)c1ccc(OCCCc2cn[nH]n2)cc1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2ccc(OCCCc3cnn(CCCC)n3)c(OC)c2)CC1,CHEMBL2400821,Ki,8.38,CHEMBL2397477,2013,CHEMBL2396548,J Med Chem,Scientific Literature,Displacement of [3H]7-OH-DPAT from human dopamine D2L receptor expressed in CHO cells,87,19,O=C(NCCCCNC1CC=CCC1)c1ccc(OCCCc2cn[nH]n2)cc1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2ccc(OCCCc3cnn(CCCC)n3)c(OC)c2)CC1,CHEMBL2400822,Ki,8.1,CHEMBL2397477,2013,CHEMBL2396548,J Med Chem,Scientific Literature,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cells,87,20,O=C(NCCCCNC1CC=CCC1)c1ccc(OCCCc2cn[nH]n2)cc1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2cnn3ccccc23)CC1,CHEMBL2400820,Ki,8.03,CHEMBL2397392,2013,CHEMBL2396548,J Med Chem,Scientific Literature,Displacement of [3H]spiperone from human dopamine D2S receptor expressed in CHO cells,87,18,O=C(NCCCCNC1CC=CCC1)c1cnn2ccccc12,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2cnn3ccccc23)CC1,CHEMBL2400821,Ki,9.26,CHEMBL2397392,2013,CHEMBL2396548,J Med Chem,Scientific Literature,Displacement of [3H]7-OH-DPAT from human dopamine D2L receptor expressed in CHO cells,87,19,O=C(NCCCCNC1CC=CCC1)c1cnn2ccccc12,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2cnn3ccccc23)CC1,CHEMBL2400822,Ki,8.15,CHEMBL2397392,2013,CHEMBL2396548,J Med Chem,Scientific Literature,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cells,87,20,O=C(NCCCCNC1CC=CCC1)c1cnn2ccccc12,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CCCC(=O)Nc1ccc(CCN(CCC)C2CCc3c(O)cccc3C2)cc1,CHEMBL4236717,Ki,7.77,CHEMBL4242192,2018,CHEMBL4229559,J Med Chem,Scientific Literature,Displacement of [3H]-Raclopride from recombinant human dopamine D2 receptor expressed in HEK293T cell membranes after 1 hr by liquid scintillation counting,129,23,c1ccc(CCNC2CCc3ccccc3C2)cc1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CCCC(=O)Nc1ccc(CCN(CCC)C2CCc3c(O)cccc3C2)cc1,CHEMBL4236718,Ki,7.72,CHEMBL4242192,2018,CHEMBL4229559,J Med Chem,Scientific Literature,Displacement of [3H]-Raclopride from recombinant human dopamine D2 receptor expressed in HEK293T cell membranes co-expressing mGluR5a (unknown origin) after 1 hr by liquid scintillation counting,129,24,c1ccc(CCNC2CCc3ccccc3C2)cc1,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
C#CCCCCN(CCC)C1Cc2ccccc2C1,CHEMBL4736183,Ki,6.72,CHEMBL4781480,2021,CHEMBL4732144,Eur J Med Chem,Scientific Literature,Displacement of [3H]raclopride from human D2R isoform 2 stably expressed in HEK293 cell membranes measured after 1 hr by liquid scintillation counting method,146,25,c1ccc2c(c1)CCC2,DRD2,CHEMBL217,Dopamine D2 receptor,gpcr
